"ensembl"	"external_gene_name"	"Mia_HighGluc_CONT_Rep1"	"Mia_HighGluc_CONT_Rep2"	"Mia_HighGluc_CONT_Rep3"	"Mia_HighGluc_KO_Rep1"	"Mia_HighGluc_KO_Rep2"	"Mia_HighGluc_KO_Rep3"	"Mia_LowGluc_CONT_Rep1"	"Mia_LowGluc_CONT_Rep2"	"Mia_LowGluc_CONT_Rep3"	"Mia_LowGluc_KO_Rep1"	"Mia_LowGluc_KO_Rep2"	"Mia_LowGluc_KO_Rep3"
"ENSG00000222522"	"RNU6-519P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222524"	"RN7SKP109"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222529"	"RF00019"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222532"	"MIR1468"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222533"	"RNU6-705P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222536"	"RNU2-39P"	0	0	0	0	0	0	0	0	0	0	0	0.24
"ENSG00000222543"	"RN7SKP220"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222544"	"RNU6-735P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222546"	"RNA5SP251"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222552"	"RNA5SP60"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222558"	"RNU6-1064P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222560"	"RNU4-43P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222561"	"RNU6-1025P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222574"	"RN7SKP61"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222578"	"RNA5SP345"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222579"	"RF00019"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222581"	"RNU2-47P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222582"	"RNU2-66P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222583"	"RN7SKP222"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222585"	"RNA5SP494"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222588"	"RF00413"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222589"	"RN7SKP159"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222592"	"RNU6-887P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222594"	"RN7SKP235"	0	0	0	0	0	0	0	0	0	0	0.08	0
"ENSG00000222598"	"RNU2-49P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222601"	"RF00019"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222604"	"RF00409"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222607"	"RNU6-628P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222608"	"RNA5SP504"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222609"	"RNU4-69P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222610"	"RNU6-402P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222612"	"RNU2-52P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222613"	"RF00019"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222614"	"RF00019"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222616"	"RN7SKP27"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222617"	"RN7SKP254"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222623"	"RNU6-1100P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222624"	"RNU2-15P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222626"	"RNU2-48P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222627"	"RNU2-37P"	0.41	0	0	0.38	0	0	0.32	0	0	0	0	0.37
"ENSG00000222629"	"RNU2-42P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222630"	"RN7SKP131"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222635"	"RNU6-1203P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222636"	"RN7SKP54"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222640"	"RNU2-51P"	0	0	0	0	0	0	0	0	0.23	0	0	0
"ENSG00000222644"	"RNU2-16P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222649"	"RF00019"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222650"	"RNU2-70P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222652"	"RNU6-248P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222658"	"RF00019"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222659"	"RNU2-8P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222663"	"RNU4-55P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222664"	"RN7SKP123"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222666"	"RF00012"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222667"	"RNU6-394P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222675"	"RNA5SP146"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222678"	"RN7SKP213"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222679"	"RNU6-1267P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222682"	"RNA5SP38"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222685"	"RN7SKP119"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222686"	"RNU4-72P"	0	0	0	0	0	0	0	0	0	0.4	0	0
"ENSG00000222691"	"RNU6-733P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222693"	"RN7SKP120"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222698"	"RF00019"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222701"	"RF00019"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222704"	"RN7SKP182"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222705"	"RN7SKP39"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222706"	"RN7SKP89"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222713"	"RN7SKP51"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222714"	"RN7SKP38"	0	0.14	0.07	0	0	0.08	0	0	0	0.07	0.07	0.07
"ENSG00000222715"	"MIR1911"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222721"	"RN7SKP188"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222724"	"RNU2-63P"	5.38	4.24	7.02	7.62	1.57	9.65	1.78	3.79	3.13	4.82	5.08	4.35
"ENSG00000222726"	"RNU2-7P"	0	0	0	0	0	0.77	0	0	0	0	0.4	0
"ENSG00000222727"	"RNU4-64P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222733"	"RNY4P29"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222736"	"RNU4-6P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222740"	"RNA5SP328"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222741"	"RNA5SP229"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222743"	"RNU6-1190P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222744"	"RN7SKP166"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222747"	"RNA5SP25"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222750"	"RNU4-46P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222755"	"RN7SKP206"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222760"	"RNU4-53P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222761"	"RNU6-684P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222764"	"RN7SKP106"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222765"	"RNU2-40P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222767"	"RF00019"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222774"	"RN7SKP121"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222777"	"RNU6-233P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222778"	"RNA5SP144"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222783"	"RN7SKP212"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222784"	"RN7SKP91"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222788"	"RNU2-38P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222790"	"RNU4-14P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222791"	"RNU6-67P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222792"	"RNU6-860P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222795"	"RNU4-83P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222796"	"RNU6-383P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222800"	"RNU2-62P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222806"	"RNA5SP225"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222808"	"RNU4-47P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222810"	"RNU2-68P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222821"	"RNU4-27P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222826"	"RN7SKP286"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222831"	"MIR1537"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222832"	"RNA5SP120"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222835"	"RNA5SP100"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222838"	"RNA5SP136"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222842"	"RN7SKP168"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222844"	"RNU6-321P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222845"	"RN7SKP42"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222849"	"RNA5SP21"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222852"	"RF00019"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222854"	"RNA5SP59"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222858"	"RNU6-920P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222859"	"RN7SKP136"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222862"	"RNU6-1086P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222869"	"RNU6-565P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222870"	"RNU6-1328P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222872"	"RNU4-78P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222874"	"RN7SKP33"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222880"	"RN7SKP261"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222881"	"RF00019"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222883"	"RF00019"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222889"	"RN7SKP29"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222890"	"RNU6-1068P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222895"	"RNU6-1133P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222898"	"RN7SKP97"	0	0.06	0	0.12	0.38	0.07	0	0	0.06	0.18	0.13	0.18
"ENSG00000222909"	"RNU6-193P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222915"	"RNU6-564P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222920"	"RNA5SP29"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222921"	"RNA5SP104"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222922"	"RNA5SP501"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222923"	"RNU2-41P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222924"	"RNU6-1148P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222931"	"RN7SKP205"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222932"	"RNU6-172P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222934"	"RN7SKP284"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222937"	"SNORD63B"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222940"	"RNU6-370P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222941"	"RF00019"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222942"	"RN7SKP58"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222950"	"RN7SKP262"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222952"	"RNA5SP41"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222955"	"RNA5SP265"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222958"	"MIR1913"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222960"	"RNU6-272P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222966"	"RF00561"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222969"	"RN7SKP8"	0	0	0	0.05	0	0	0	0	0	0	0	0
"ENSG00000222971"	"RNA5SP222"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222972"	"RNU6-651P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222973"	"RNU2-25P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222974"	"RN7SKP228"	0	0	0	0	0	0	0	0	0	0	0.11	0
"ENSG00000222976"	"RN7SKP94"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222979"	"RN7SKP167"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222982"	"RN7SKP216"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222983"	"RNA5SP127"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222985"	"RNU2-14P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222986"	"RNU5A-5P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222987"	"RN7SKP68"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222990"	"RNU4-22P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222997"	"RF00019"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000222998"	"RN7SKP259"	0	0	0	0	0	0	0.05	0	0	0	0	0
"ENSG00000223001"	"RNU2-61P"	0	0.56	0	0	0.24	0	0.24	0	0	0	0	0
"ENSG00000223003"	"RNA5SP184"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223004"	"RF00070"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223006"	"RN7SKP137"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223007"	"RN7SKP73"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223012"	"RN7SKP264"	0	0	0.08	0	0	0	0.14	0	0	0.08	0	0.08
"ENSG00000223013"	"RNA5SP344"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223015"	"RNU6-1135P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223019"	"RNA5SP306"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223023"	"RF00019"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223024"	"RNU6-55P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223026"	"RN7SKP247"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223027"	"RF00191"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223037"	"RNU6-284P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223039"	"RN7SKP268"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223040"	"RN7SKP144"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223042"	"RN7SKP161"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223044"	"RNU6-130P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223046"	"RNA5SP369"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223047"	"RNU6-847P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223056"	"RN7SKP169"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223060"	"RF00019"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223062"	"RNU6-1245P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223064"	"RNU6-325P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223075"	"RN7SKP126"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223076"	"RNA5SP31"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223078"	"RNU2-55P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223080"	"RF00019"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223086"	"RNA5SP155"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223087"	"RNU6-602P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223088"	"RMRPP5"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223092"	"RNA5SP115"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223096"	"RNU5E-9P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223107"	"RNU2-72P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223109"	"MIR1538"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223111"	"SNORA74C-2"	0.75	0.58	0.77	0.69	0.5	0.36	0.69	0.48	0.11	0.22	1.36	0.34
"ENSG00000223113"	"RNA5SP247"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223117"	"RN7SKP296"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223118"	"RN7SKP102"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223120"	"RN7SKP181"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223125"	"RNU2-32P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223126"	"RN7SKP263"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223128"	"RN7SKP140"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223131"	"RNA5SP304"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223136"	"RN7SKP207"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223138"	"RNA5SP450"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223142"	"RN7SKP252"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223145"	"RN7SKP112"	0	0	0	0	0	0.07	0	0	0	0	0	0
"ENSG00000223152"	"RNU4-88P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223156"	"RNU2-18P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223158"	"RNY1P3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223162"	"RNA5SP280"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223168"	"RN7SKP142"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223169"	"RNA5SP209"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223174"	"RN7SKP17"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223175"	"RNU4-61P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223177"	"RNA5SP39"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223179"	"RNU6-373P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223181"	"RNU6-1199P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223188"	"RF00019"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223189"	"RNU6-177P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223190"	"RN7SKP100"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223191"	"RNU6-293P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223197"	"RNU6-1001P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223198"	"RNU2-22P"	0	0.39	0	0	0	0	0	0	0	0	0	0
"ENSG00000223202"	"RN7SKP297"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223203"	"RNA5SP221"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223208"	"RNU6-1217P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223212"	"RNU4-74P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223215"	"RNU6-607P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223217"	"RNU6-938P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223220"	"RF00019"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223223"	"RN7SKP192"	0	0	0	0	0	0.07	0	0	0	0	0	0
"ENSG00000223224"	"SNORD71"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223225"	"RNU6-1054P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223229"	"RN7SKP270"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223238"	"RNA5SP294"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223245"	"RNU4-63P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223247"	"RNU2-64P"	0.3	0	0	0	0.24	0	0	0	0	0	0	0
"ENSG00000223254"	"RF00019"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223256"	"RNU6-785P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223258"	"RNU6-575P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223259"	"RNA5SP508"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223260"	"RN7SKP194"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223262"	"RNA5SP492"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223263"	"RNU6-387P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223265"	"RNU6-592P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223269"	"RN7SKP53"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223271"	"RF00019"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223273"	"RN7SKP172"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223274"	"RNA5SP498"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223280"	"RNU6-57P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223281"	"RN7SKP85"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223282"	"RN7SKP165"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223284"	"RNU6-195P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223287"	"RNU6-954P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223290"	"RNA5SP107"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223293"	"RNA5SP270"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223294"	"RF00137"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223298"	"RNY3P8"	0	0	2.53	2.81	0	0	4.36	0	0	0	0	0
"ENSG00000223299"	"RN7SKP108"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223300"	"RF00019"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223302"	"RF00019"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223305"	"RN7SKP30"	0.2	0.06	0.36	0.3	0.54	0.33	0.21	0.33	0.35	0.42	0.13	0.18
"ENSG00000223306"	"RNU6-1304P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223308"	"RN7SKP101"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223309"	"RNU6-722P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223313"	"RNU6-516P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223315"	"RN7SKP279"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223318"	"RNA5SP111"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223321"	"RN7SKP293"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223324"	"RN7SKP273"	0	0	0.07	0	0	0.08	0	0	0	0	0	0
"ENSG00000223327"	"RNU2-71P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223330"	"RNU6-1052P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223335"	"RNU6-603P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223336"	"RNU2-6P"	0	0	0.81	1.42	0.49	0.89	0	0.29	0.26	0.27	0.31	0.28
"ENSG00000223341"	"RN7SKP3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223342"	"AL158817.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223343"	"AC137630.1"	0.05	0	0.02	0.02	0.16	0.08	0.02	0.05	0.02	0.02	0	0
"ENSG00000223344"	"AL359081.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223345"	"HIST2H2BA"	0.14	0.29	0.39	0.18	0.26	0.06	0.21	0	0.32	0.15	0.14	0.19
"ENSG00000223349"	"KLF2P3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223350"	"IGLV9-49"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223351"	"ZNF385D-AS2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223353"	"AL589763.1"	0	0.01	0	0	0	0	0.02	0	0.01	0	0	0.01
"ENSG00000223356"	"AL590666.1"	0	0	0	0.08	0	0.04	0.03	0.08	0.04	0.04	0	0
"ENSG00000223358"	"EHHADH-AS1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223360"	"AC096559.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223361"	"FTH1P10"	0.67	0.34	0.62	0.14	0.22	0.18	0.22	0.35	0.15	0.28	0.24	0.5
"ENSG00000223362"	"CDY15P"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223368"	"AL513124.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223373"	"AC108066.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000223374"	"AC005104.1"	0.33	1.09	0.54	0.62	0.49	0.73	0.46	0.44	0.39	0.33	0.38	0.29
"ENSG00000223375"	"AC096638.1"	0	0	0	0.18	0	0	0	0	0	0	0	0
"ENSG00000223377"	"AC244098.1"	0	0	0	0	0	0	0	0	0	0	0	0
